product_id,product_name,category,cost_price,selling_price,supplier_id
171,Place Standard,Fitness,25.88,50.58,11
172,Others Max,Office Supplies,28.64,42.61,19
173,Will Plus,Office Supplies,26.77,57.12,18
174,Which Max,Electronics,86.58,165.15,11
175,Single Max,Electronics,90.22,112.17,14
176,Better Max,Fitness,6.65,12.2,19
177,Plant Max,Home & Kitchen,32.05,59.45,15
178,Rock Standard,Accessories,33.95,63.13,3
179,Impact Plus,Fitness,8.81,17.54,5
180,Hit Max,Office Supplies,36.66,50.92,4
181,Enjoy Pro,Accessories,33.36,48.8,19
182,Morning Standard,Home & Kitchen,91.33,207.37,3
183,By Standard,Electronics,32.9,63.51,5
184,Evidence Plus,Office Supplies,52.21,89.37,13
185,Despite Plus,Home & Kitchen,50.36,121.77,6
186,Relate Plus,Office Supplies,43.17,91.12,1
187,Report Max,Home & Kitchen,57.26,135.51,9
188,Soldier Standard,Fitness,44.53,98.91,10
189,To Plus,Office Supplies,66.32,163.8,7
190,Call Pro,Office Supplies,65.63,124.93,13
191,Line Pro,Accessories,72.05,101.23,10
192,My Plus,Office Supplies,38.64,66.07,11
193,Party Pro,Home & Kitchen,26.02,51.01,17
194,There Standard,Accessories,68.03,164.94,5
195,Chance Pro,Office Supplies,15.66,29.46,1
196,Only Pro,Home & Kitchen,89.48,156.33,13
197,Garden Pro,Home & Kitchen,96.04,220.06,10
198,Down Pro,Fitness,74.49,131.96,9
199,Four Standard,Fitness,66.46,87.55,16
200,Nearly Pro,Fitness,74.75,131.67,9
